Title,Year,Genres,Directors,Writers,Cast,Plot,Runtime,Country,Language,Awards,Rating,MovieCode
Thugs of Hindostan,2018,"Action, Adventure",Vijay Krishna Acharya,Vijay Krishna Acharya,"Aamir Khan, Katrina Kaif, Amitabh Bachchan, Lloyd Owen, Fatima Sana Shaikh, Mohd. Zeeshan Ayyub, Ronit Roy, Terence J. Rotolo, Sharat Saxena, Deshna Dugad","The menacing John Clive has the Indians clenched in his fist. Leading to a revolution by the righteous Azaad (Amitabh Bachchan) Captain James Powell, Clive's second in command contracts the sly thug Firangi (Aamir Khan) to get them Azaad. As destined he finds himself amid Azaad, his rebels and the beautiful warrior Zafira (Fatima Sana Shaikh). Will he forgo his selfish desire for nation's freedom?",['164'],"India, Malta, Thailand","Hindi, English",,4.0,5970844
Tiger Zinda Hai,2017,"Action, Adventure, Thriller",Ali Abbas Zafar,Nothing from IMDB,"Salman Khan, Katrina Kaif, Paresh Rawal, Anupriya Goenka, Angad Bedi, Mukesh Khanna, Kumud Mishra, Karan Deol, Anant Vidhaat, Kashmira Irani","The action drama Tiger Zinda Hai is a sequel to the blockbuster Ek Tha Tiger. When a group of Indian and Pakistani nurses are held hostage in Iraq by the militant Abu Usman, Indian Intelligence (RAW) tracks down the reclusive agent Tiger 8 years after he fled with former Pakistani Intelligence (ISI) agent Zoya. Joining the forces for humanity, Tiger and Zoya set out on a rescue mission.",['161'],India,"Hindi, English",,5.9,5956100
Toilet: A Love Story,2017,"Comedy, Drama, Romance",Shree Narayan Singh,Nothing from IMDB,"Akshay Kumar, Anupam Kher, Bhumi Pednekar, Divyendu Sharma, Rajesh Sharma, Ayesha Raza Mishra, Sana Khan, Sachin Khedekar, Manoj Bakshi, Gunjan Malhotra","Keshav and Jaya are from two villages near Mathura where at least 80% of households have no access to lavatories. Conflict comes knocking on the first day of their marriage, when Jaya discovers that Keshav's home has no toilet and she leaves. Distraught and desperate, Keshav embarks on a mission to win back his love by battling against the age-old traditions, mindset, and value system of his country.",['155'],India,Hindi,,7.2,5785170
Toofaan,2021,"Action, Drama, Sport",Rakeysh Omprakash Mehra,Nothing from IMDB,"Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe, Supriya Pathak, Hussain Dalal, Gauri Phulka, Darshan Kumaar, Sonali Kulkarni, Vijay Raaz","Ajju Bhai (Aziz Ali) works as a goon for Jaffar Bhai whose work is to bash people and also extort money from them his injuries bring him frequently in encounter with Dr Ananya Prabhu.Aziz Ali develops a liking for boxing and comes across boxing coach Nana Prabhu while Ananya also convinces him to take the sport.Aziz trains well under Prabhu not realizing Annanya is his daughter while she also hides the truth from him,Aziz soon becomes a big name in boxing and tells Prabhu about his love.Prabhu is angered after knowing the truth and throws him out as he doesn't want inter caste marriage,Annanya leaves her house and starts living with Aziz.They start facing difficult times in their lives and Aziz is forced to fix a boxing match for money but the truth is exposed and he is banned from boxing for 5 years.",['163'],India,Hindi,,6.2,11045422
Total Chaos,2014,"Comedy, Drama, Romance",Eeshwar Nivas,Nothing from IMDB,"Ali Zafar, Yami Gautam, Anupam Kher, Kirron Kher, Sara Khan, Anuj Pandit, Vic Waghorn, Carol McFadden, Steve Keefe, Alyan Abbas","Settled in London, Aman hopes to marry Asha, an Indian woman also based in London. He visits her parents' house to seek their permission to marry her. However, his plans to impress the family start failing when they discover that he is a Pakistani.",['108'],India,"Hindi, Punjabi, English",,5.0,2727028
Traffic,2016,"Adventure, Drama, Thriller",Rajesh Pillai,Nothing from IMDB,"Manoj Bajpayee, Jimmy Shergill, Parambrata Chattopadhyay, Prasenjit Chatterjee, Sachin Khedekar, Divya Dutta, Sonam Arora, Vikram Gokhale, Nikhita, Kitu Gidwani",,['104'],India,Hindi,,6.7,2939912
Puss in Book: Trapped in an Epic Tale,2017,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy","Roy Burdine, Johnny Castuciano",Nothing from IMDB,"Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett, Ron Funches, Grey Griffin, Carla Jimenez, Ariebella Makana, Candi Milo, Kevin Michael Richardson",,['23'],United States,English,,5.3,7042082
Triggered,2020,"Action, Comedy, Horror, Thriller",Alastair Orr,Nothing from IMDB,"Reine Swart, Russell Crous, Liesl Ahlers, Cameron Scott, Steven John Ward, Paige Bonnin, Kayla Privett, Suraya Rose Santos, Sean Cameron Michael, Michael Lawrence Potter","Nine friends, all harboring a dark secret, go camping in the woods. After a wild night of partying, they wake up with SUICIDE BOMBS strapped to their chests, all with varying times on their countdown clocks. They decide to work out how to disarm the bombs or find help - until they discover they can 'take' one another's time by killing each other.",['94'],South Africa,English,,4.8,9419976
Tum Bin II,2016,"Drama, Romance","Md. Shahnause, Anubhav Sinha, Peter Pedrero",Anubhav Sinha,"Neha Sharma, Aditya Seal, Aashim Gulati, Mouni Roy, Meher Vij, Sonia Balani, Kanwaljeet Singh, Jaspreet Singh, Alishah Ahmad, Emma Sarah Richardson","This film centers around the life of Taran (Neha Sharma), who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar, who has seen the best and worst of times. The story explores old friendship, newfound love, and a difficult decision.",['147'],India,Hindi,,4.8,5717110
Tum Haseen Main Jawan,1970,"Comedy, Romance",Bhappi Sonie,Nothing from IMDB,"Dharmendra, Hema Malini, Rajendranath Malhotra, Helen, Dhumal, Sulochana Latkar, Mohan Choti, Anwar Hussain, Anjali Kadam, Iftekhar","Sunil is an army officer, and has had numerous affairs with a number of attractive young women. One day he meets with beautiful Anuradha, and falls in love with her. Anuradha too loves him, and she is introduced to his mom. Anuradha has another admirer in Ranjeet, who informs Sunil and his mom, that Anuradha is deceiving them, and is the mother of a baby boy. Sunil and his mother are shocked, and will have nothing to do with Anuradha. Then the child, in question, is kidnapped, and held for ransom. It is then Sunil comes to know the shocking truth behind the abduction, which will change his life forever.",['148'],India,Hindi,,6.8,309005
Robinson ekspeditionen,1998,"Adventure, Game-Show, Reality-TV",Nothing from IMDB,"Jonas Beha Erichsen, Lisbet Fagerberg, Do Windfeld","Jakob Kjeldbjerg, Thomas Mygind, Henrik Andersen, Jens Romundstad, Dan Marstrand, Henrik Hjerl, Nada Bang, Hassan Torabi, Henrik Ørum, Martin Vendelbo","Danish version of the popular Swedish ""reality TV"" show. A group of ordinary people from a variety of backgrounds are placed on a deserted island where they must use wits, strength and teamwork to keep from starving, freezing, drowning or a variety of other nasty possible fates. In each episode, the members will vote to remove one person from the island until only one remains, who will claim the grand prize.",['90'],Denmark,"Danish, English, Swedish",,6.0,299375
Tumbbad,2018,"Drama, Fantasy, Horror, Thriller","Rahi Anil Barve, Anand Gandhi, Adesh Prasad",Nothing from IMDB,"Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty, Deepak Damle, Cameron Anderson, Dhundiraj Prabhakar Jogalekar, Madhav Hari Joshi, Harsh K., Piyush Kaushik","Set in Tumbbad in the 1920s, the story revolves around the three generations of a family facing the consequences when they build a temple for the first-born of a goddess, named Hastar--he who must not be worshiped. Hastar is a terrible entity who can curse a person yet also can grant gold coins. And the story put emphasis on human nature and the never ending greed. The myth of Hastar is, when the Goddess of Prosperity created the world she gave birth to Hastar followed by 16 Crore Gods and Goddesses. Hastar being her first born was her favorite child, but Hastar was very greedy. When the Goddess of Prosperity offered Hastar the ownership of all the gold in the universe or all the food, he took the gold as well as tried to take over the food in his greed fighting with his brothers and sisters. The 16 crore gods and goddesses overpowered Hastar and when they tried to kill him, the Goddess of Prosperity intervened and begged for his life. The 16 crore gods and goddesses accepted her request on one condition, that Hastar will never be mentioned in the Puranas nor he should be ever worshiped.",['104'],"India, Sweden",Hindi,,8.2,8239946
Tumhari Sulu,2017,"Comedy, Drama",Suresh Triveni,Nothing from IMDB,"Vidya Balan, Manav Kaul, Neha Dhupia, Vijay Maurya, Malishka Mendonsa, Abhishek Sharrma, Mahesh Pillai, Sindhu Shekharan, Seema Taneja, Ajoy Chakraborty","Vidya Balan (Sulochana a.k.a. Sulu) essays the role of a beautiful, enthusiastic and happy-go-lucky Mumbai housewife whose routine life changes when she unexpectedly lands herself with the exciting job of a night RJ (radio jockey) on a leading radio station.",['150'],India,Hindi,,7.0,6791730
Tum Se Achcha Kaun Hai,2002,"Drama, Musical, Romance",Deepak Anand,Nothing from IMDB,"Nakul Kapoor, Aarti Chhabria, Kim Sharma, Dalip Tahil, Raghubir Yadav, Navni Parihar, Viju Khote, Rati Agnihotri, Ali Asgar, Adi Irani","Working as a Guide and bus driver in Jaisalmer, Arjun had always dreamed of being a famous singer. When he meets beautiful tourist, Naina Dixit, he impresser her with his singing, she encourages him to come to Bombay and try his luck there, and leaves her address with him. Shortly thereafter, Arjun bids farewell to his brother, his Bhabi, and nephew and sets forth to Bombay. Upon arrival he does meet with Naina's friend, Monto, who takes him to several places to try his luck, but no one even bothers to even listen to him, leave alone hear him sing. He lives with Naina, her sisters, Anu and Tuktuk, and their college professor mom, who empathize with him. Then Naina hits upon an idea to have a open song and dance show in a public park. The show does take place, and a wealthy young woman, Bobby Gujral, does notice Arjun and invites him to sing for a firm run by her dad's partner, Sunil Mahadevan. When Sunil refuses to get involved, Bobby talks to her dad and opens her very own recording company featuring Arjun as the main artist. Soon Arjun becomes famous overnight, but has not forgotten Naina and her family. This does not auger well with Bobby, who is very possessive and wants Arjun all to himself - and she makes up her mind that she will never permit anyone to come close to Arjun - for she has a gun, and knows how to use it.",['150'],India,Hindi,,4.8,318956
Udaan,2010,Drama,Vikramaditya Motwane,Nothing from IMDB,"Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor, Raja Hudda, Varun Khettry, Shashi Sharma, Khushkeran Singh Sandhu, Jayanta Das, Akantuk Sharma","After being abandoned for eight straight years in boarding school, Rohan returns to the small industrial town of Jamshedpur and finds himself closeted with an authoritarian father and a younger half brother who he didn't even know existed. Forced to work in his father's steel factory and study engineering against his wishes, he strives to forge his own life out of his given circumstances and pursue his dream of being a writer.",['134'],India,Hindi,,8.1,1639426
Udta Punjab,2016,"Action, Crime, Drama",Abhishek Chaubey,Nothing from IMDB,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh, Satish Kaushik, Manav Vij, Vansh Bhardwaj, Suhail Nayyar, Prabhjyot Singh, Rajesh Kumar Sharma","What on earth can a rock star, a migrant laborer, a doctor and a cop possibly have in common? Simple, Punjab! 4 lives, 1 connection - 'Udta Punjab' takes you on a trip like never before. Shahid Kapoor, Kareena Kapoor, Alia Bhatt and Diljit Dosanjh play characters from different walks of life, fighting the menace of drugs in their own way. The film journeys into the artificial highs and the real lows that they face while treading the paths fraught with mortal dangers. But above all, Udta Punjab is about the famed Punjabi spirit, that despite being fully down, has the audacity of looking you in the eye and saying - Drugs di maa di!",['148'],India,Hindi,,7.7,4434004
Umrao Jaan,1981,"Drama, Musical, Romance",Muzaffar Ali,Nothing from IMDB,"Rekha, Farooq Shaikh, Naseeruddin Shah, Raj Babbar, Shaukat Azmi, Ishtiaque Khan Ghilzai, Prema Narayan, Akbar Rashid, Gajanan Jagirdar, Dina Pathak","In Faizabad, British India, Dilawar is sentenced to several years in prison after Amiran's Daroga dad testifies against him. After his discharge around 1840, he extracts his vengeance by abducting Amiran and selling to a brothel madam. It is here Amiran will be re-named Umrao Jaan. Years later, Umrao has grown up and is an accomplished poetess as well as dancer extraordinary. She has many patrons, chief amongst them are Nawab Sultan and his father. The young Nawab is smitten by Umrao's beauty and her poems, but is finally forced to marry a girl of his mother's choice, leaving behind a heart-broken and devastated Umrao, who seeks solace in the arms of Faiz Ali and finally elopes with him, only to find out that he is a wanted bandit, and is shot down and killed by guards. Umrao re-locates to Kanpur where she establishes herself as a Poet and dancer, but is hunted down by brothel-keepers, Gohar Mirza and Husseini and brought back, where she is told that she must marry Gohar. Watch what Umrao does to escape from being married against her will, and her attempts to try and find her way back to her parents.",['145'],India,Urdu,,7.7,83248
Unfreedom,2014,"Crime, Drama, Romance, Thriller",Raj Amit Kumar,Nothing from IMDB,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta, Bhavani Lee, Ankur Vikal, Seema Rahmani, Samrat Chakrabarti, Danae Nason, Andrew Platner","""UNFREEDOM"" is an urgent contemporary thriller about a society torn apart by political, religious, and sexual turmoil. Shifting between New York and New Delhi, the film juxtaposes two powerful and unflinching stories about religious fundamentalism and intolerance, one of which follows a Muslim terrorist attempting to silence a liberal Muslim scholar, while the other is about a young woman who defies her devout father and escapes an arranged marriage because she is secretly embroiled in a taboo lesbian romance. In this searing portrait of the polarized world we live in, all four characters go to their absolute limit--and beyond--in their struggle to defend their deeply-held and conflicting viewpoints on freedom, faith, family, and love.",['102'],"United States, India","English, Hindi",,5.0,2049630
Ungli,2014,"Crime, Drama, Thriller",Renzil D'Silva,Nothing from IMDB,"Sanjay Dutt, Emraan Hashmi, Kangana Ranaut, Randeep Hooda, Neha Dhupia, Angad Bedi, Kader Khan, Arunoday Singh, Reema Lagoo, Raza Murad","Four friends: Kalim (Angad Bedi), Gautam (Neil Bhoopalam), Maya (Kangana Ranaut), and Abhay (Randeep Hooda), form a gang called the ""Ungli"" gang which fights against corruption prevailing in society. Their job is to target corrupt people and punish them in a unique manner. Due to increased popularity and their high-profile targets they are sought by Mumbai police department. Their case is the responsibility of ACP Ashok Kale (Sanjay Dutt) and inspector Nikhil Abhyankar (Emraan Hashmi). Nikhil disguises himself as a college student and joins the ungli gang with hidden motive of arresting them. But soon, his heart changes after learning the story of why the ""Ungli"" gang was formed. Meanwhile, Kale is compelled to seek help from the gang when Nikhil helps him expose the gang's greatest target, B.R. Dayal (Mahesh Manjrekar) and his son Anshuman. Kale instigates a sting operation against the Mumbai police and is successful in preventing his transfer. Kale thanks the ""Ungli"" gang and he assures them that the city won't need an ""Ungli"" gang as long as the administrations are running properly in accordance to public demands.",['114'],India,Hindi,,5.8,2392447
Uri: The Surgical Strike,2019,"Action, Drama, History, War",Aditya Dhar,Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam, Kirti Kulhari, Rajit Kapoor, Ivan Rodrigues, Manasi Parekh, Swaroop Sampat, Riva Arora","Divided over five chapters, the film chronicles the events of the surgical strike conducted by the Indian military against suspected militants in Pakistan occupied Kashmir. It tells the story of the 11 tumultuous events over which the operation was carried out. Indian army special forces carry out a covert operation to avenge the killing of fellow army men at their base by a terrorist group.",['138'],India,Hindi,,8.2,8291224
Gen V,2023,"Action, Adventure, Comedy, Drama, Sci-Fi",Nothing from IMDB,"Garth Ennis, Evan Goldberg, Evan Goldberg","Jaz Sinclair, Chance Perdomo, Lizze Broadway, Maddie Phillips, London Thor, Derek Luh, Asa Germann, Shelley Conn, Alexander Calvert, Maia Jae Bastidas","From the world of The Boys comes Gen V, which explores the training of the first generation of superheroes to know about Compound V, and that their powers were injected into them, rather than God-given. These young, competitive heroes put their physical and moral boundaries to the test, competing for the school's highly coveted top ranking. They quickly come to learn that ambition comes with sacrifice, and the difference between right and wrong is not as clear as they once believed. When the university's dark secrets come to light, the students must come to grips with what type of heroes they are going to become.",['50'],United States,English,,7.8,13159924
Vaada,2005,"Action, Crime, Drama, Mystery, Romance, Thriller",Satish Kaushik,Rumi Jaffery,"Arjun Rampal, Zayed Khan, Ameesha Patel, Alok Nath, Rakesh Bedi, Veerendra Saxena, Rajesh Vivek, Sarfaraz Khan, Shashi Kiran, Achyut Potdar","Rahul and Puja are married and totally devoted to each other. One day they meet with a terrible accident and Rahul loses his eyesight. On a business trip abroad Rahul meets a friend Karan. Impressed by his dynamism and business acumen, Rahul asks him to join his business. They return to India and Puja is stunned to see her husband with her friend Karan. Rahul's love for Puja is blind and unquestioning. Karan's love for Puja is obsessive and uncontrollable. Puja is trapped between a blind husband and a sighted lover.",['122'],India,Hindi,,6.0,442855
Vaastav: The Reality,1999,"Action, Crime, Drama, Thriller",Mahesh Manjrekar,Nothing from IMDB,"Sanjay Dutt, Namrata Shirodkar, Reema Lagoo, Shivaji Satam, Sanjay Narvekar, Deepak Tijori, Mohnish Behl, Paresh Rawal, Ekta Sohini, Mohan Joshi","SPOILER: Raghunath Namdev Shivalkar (Sanjay Dutt) and his best friend Dedh Footiya (Sanjay Narvekar) struggle to find work in Mumbai. They decide to run a pav bhaji stall.But fate steps in when Raghu accidentally kills a customer who turns out to be the brother of a notorious gangster, Fracture Pandya and end up in the Mumbai underworld. Vitthal Kaanya (Ashish Vidyarthi), a rival gang lord, offers Raghunath and Dedh Footiya protection and later hires them both as hitmen. Raghunath becomes a respected hit man, with Dedh Footiya as his accomplice. With Raghunath in his gang Vitthal Kaanya hits a peak in the Mumbai underworld. He is protected by a politician who uses Raghunath for his needs. While BabbanRao (Home Minister) relies on Raghunath, there are some others who despise Raghunath, and are just waiting in the sidelines to see when Raghunath makes an error. Raghunath does so, and hence becomes an embarrassment for BabbanRao. Soon Raghunath is on the run, both from the police, and BabbanRao's men. Raghunath knows now that he must protect his wife, parents, and family, as they too are in danger. Then Raghunath comes to know that the police have been ordered to kill him in an ""encounter"", and Raghunath now realizes that there is no escape from this harsh reality. Unable to save himself from police, Raghu comes back to his home and asks his mother to shot him down for a graceful end of life. His mother does the same and his wife doesn't stop her from doing this.",['145'],India,Hindi,,8.0,220832
Valimai,2022,"Action, Crime, Thriller",H. Vinoth,H. Vinoth,"Ajith Kumar, Huma Qureshi, Kartikeya Gummakonda, Gurbani, Sumithra, Yogi Babu, Selvaah, G.M. Sundar, Achyuth Kumar, Raj Ayyappa",,['178'],India,Tamil,,6.1,10806040
Vedalam,2015,"Action, Drama",Siva,Nothing from IMDB,"Ajith Kumar, Shruti Haasan, Lakshmi Menon, Soori, Thambi Ramaiah, Ashwin Kakumanu, Kabir Duhan Singh, Rahul Dev, Aniket Chouhan, Vidyullekha Raman","Ganesh, a taxi driver and his sister try to settle down in Kolkata where she has enrolled for a course to hone her artistic skills. Unknown to his sister, Ganesh's hidden past and that of his sister comes to light when he goes up against an international human trafficking syndicate. The syndicate discovers that its not just a mere co incidence.",['148'],India,Tamil,,6.3,5178278
Veer,2010,"Action, Adventure, Drama, Romance, War",Anil Sharma,Nothing from IMDB,"Salman Khan, Jackie Shroff, Mithun Chakraborty, Neena Gupta, Sohail Khan, Raj Premi, Zareen Khan, William Chubb, Jackey Mishra, Shahbaaz Khan","In early twentieth-century British India, the Pindari leader Prithvi Singh narrates his story to a reporter from the London Times - a story of betrayal and deceit at the hands of the British and Madhavgarh's Raja Gyanendra Singh, which led to the massacre of 4500 Pindaris.",['169'],India,"Hindi, Urdu",,4.6,1185412
Vicky Donor,2012,"Comedy, Romance",Shoojit Sircar,Nothing from IMDB,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia, John Abraham, Backagaindancer, Tarun Bali, Siddharth Bhardwaj, Krishna Singh Bisht, Jayanta Das","Dr. Baldev Chaddha (Anu Kapoor), a well qualified fertility expert, runs a fertility clinic and a sperm bank in Dariyaganj, New Delhi, that guarantees a high quality and specialized sperm for the purpose. Unfortunately he has more failed cases to his credit than successes. A healthy, high performing donor is the need of the hour. Vicky Arora (Ayushmann Khurrana), a young, good-looking, Punjabi boy from Lajpat Nagar, is the only son and of no financial support to Dolly, a widow, who runs a small beauty parlor from home. As luck would have it, a small brawl in the colony brings Dr Chaddha and Vicky, face to face, where Chaddha, concludes that Vicky could be THAT donor he has been looking for. From here on, Chaddha's days and nights are spent in convincing Vicky to become a donor till he finally gives in. Vicky finds his love interest in Ashima Roy (Yami Gautam), a pretty Bengali girl, who works in a Bank. But soon there hunky dory world comes crashing down because of Vicky's past as a donor. With a brief emotional roller coaster ride, Vicky Donor is a light-hearted take on the subject of sperm donation.",['126'],India,Hindi,,7.8,2317337
